company,ticker,exchange,date,analyst_name,question,label
Nutrien Ltd.,NTR,NYSE,2024-11-07,Richard Garchitorena,"Hi, good morning everybody. So my question is another strong quarter of potash sales volume this quarter. Despite a short rail strike. You raised the guidance this year to 13.5 million to 13.9 million. But obviously, the third quarter run rate would imply over 16 million potential annualized production. So that's well above the 14 million to 15 million target that you gave for 2023 on your Investor Day. So my question is, are you currently at that operational capability rate at this time to get to that 14 million to 15 million. Could you produce that if the market demand was there for it? You mentioned that you expect demand growing in 2025 for potash and don't really see many other supply coming on in other regions. So would you be the one company that could potentially meet that demand?",
Central Garden & Pet Company,CENT,NASDAQ,2024-11-25,Carla Casella,"Sorry, I found I'm in trouble with my connection. Can you hear me?",
BRF S.A.,BRFS,NYSE,2024-11-14,Thiago Duarte,"Thank you. Good morning. Good morning, Miguel. Good morning, Fabio. Good morning, everyone. Here, there are two follow-ups. First of all, about the comments that Fabio made with regards to the projects speaking of growth and speaking of these mapped projects that were not approved necessarily, but they were already mapped out. Just for me to understand, Fabio, what is the main characteristic of these projects? What should we expect as the main feature, the main characteristic in terms of what the company sees as gross avenue growth? Are we talking about brownfield expansions in terms of precise capacity? Are we talking about trying to get in new avenues like pet back then? Are we talking about new geographies that are similar to this investment that was recently announced in terms of Saudi Arabia? Just for us to try to qualify how these projects are? I mean, what are the characteristics of these projects speaking of growth, it's very clear that the company is focusing on that, but I would like to understand how exactly they position? The second question. Actually, the second follow-up in the context of the grain price, talking specifically about the corn and meals. I know that this is something that you've already mentioned, but I would like to focus on a different element here. We saw this very -- this increase in terms of the price, the corn price, especially in the domestic market. So more than asking you a question about the hedge and storage of the company, I would like you to tell us a little bit about a potential threat that you see, or not, in terms of the competition concerning the corn purchase. And again, I'm talking about this a big amount of ethanol production, corn ethanol production here in Brazil. We know that this aviary sector is competing when it comes to corn purchase for different usages such as ethanol. So, I would like to understand if you are seeing this as a threat? If so, what kind of measures or how exactly you can mitigate that? Those would be my two questions. Thank you.",
"Ginkgo Bioworks Holdings, Inc.",DNA,NYSE,2024-11-12,Tejas Savant,"Perfect. Jason, maybe to kick things off your -- last quarter, you talked about a narrowing of your focus in pharma and industrial along with ag. And I'm just curious as to have you started to notice a clear improvement in resource utilization and efficiency. And sort of on a related note, one of the things that I think you guys have talked about with the large [rift] that you've pulled the trigger on here was the chance of attrition on the delivery teams and the foundry side of the business, right? So, could you just share a little bit of color on anything related to that dynamic?",
"Host Hotels & Resorts, Inc.",HST,NASDAQ,2024-11-07,Robin Farley,"Okay. Great. Thank you. And then just a quick clarification. When you were talking about the $1.75 billion run rate, were you including -- and I know that was like excluding business interruption from Maui. Were you including the theoretical like if you recovered $75 million to $80 million in Maui in that $1.75 billion? I'm sorry, I just didn't catch. You were sort of giving a lot of puts and takes. And what -- in that $1.75 billion, that includes what kind of recovery in Maui?",
Allurion Technologies Inc.,ALUR,NYSE,2024-11-13,Unidentified Analyst,"Okay, got it. And then again another sort of follow up question here. Did I hear correctly that you’re still kind of committed to reaching breakeven sort of by the end of 2025, especially with this new cost structure. Is that the right way to think about it?",
"PowerFleet, Inc.",AIOT,NASDAQ,2024-11-12,Dylan Becker,"Really nice job here. Maybe, Steve, starting for you. You guys are doing an exceptional job on realizing those synergies kind of earlier and sounds like kind of incremental confidence in hitting those targets and building kind of pipeline to support that as well on the revenue side. I guess, how should we think about the opportunity to accelerate maybe some of the reinvestment flow that back into areas like go-to-market and engineering to help kind of capture more of the revenue synergy side of the equation?",
"TTEC Holdings, Inc.",TTEC,NASDAQ,2024-11-09,Jinli Chan,"Yes. So I just wanted to ask a little bit about the select client delay projects and implementations that you guys had mentioned. So the first part is just, are you sort of expecting a longer ramp-up period for those as well even after they closed in fourth quarter or first quarter of next year? And you mentioned some macro issues that they're concerned about. So what are those? Are you hearing those in other client conversations as well?",
"Hudson Global, Inc.",HSON,NASDAQ,2024-11-12,Jeff Eberwein,"Sure, I’ll start and then I’ll turn it over to Jake. I would say this year, the new business wins that we had in 2023 have started and played out pretty similar to our expectations. And what has been a negative surprise is some of our existing base are having hiring volumes significantly below our expectations. And I would – in Q3, it was particularly noticeable in the financial sector in Asia Pac. Long-time clients, for whatever reason in the recent quarters, have hired way below normal and way lower expectations. And we think that’s a temporary thing and we’ll be back to more average levels, historical levels next year, but that has been a headwind we’ve been facing this year. Jake, what would you add?",
"Merck & Co., Inc.",MRK,NYSE,2024-12-05,Unidentified Analyst,"Yeah. Absolutely. Pivoting over, I guess, how are you looking at opportunities for KEYTRUDA growth over the next few years?",
Bristol-Myers Squibb Company,BMY,NYSE,2024-11-19,David Elkins,"This industry is 1 of the most resilient industries. I've been in this industry for 25 years, and it doesn't matter what -- it was Clinton talking about health care or we came through and we talked about Obamacare, then came through. There's all every administration. There's going to be a health care factor. The fact of the matter is, it's 1 of the largest expenditures for any government. What we know and what we do as an industry is we work with both sides. It doesn't matter who's in office. We're going to continue to work to them. I think it's too soon to tell what the Trump administration, what their policies and priorities will be, but we're going to fully engage with them on those. But this is a resilient industry. And I think many of you who have been in this industry for a long time as well. No, we deal with every administration that comes through. And we got to focus on what we do, which is to bring really innovative medicines that address serious unmet medical needs. And if we continue to do that and help bring down the overall cost of health care by coming out with better therapeutics. That's what we can do in that overall calculus of what health care costs.",
